Hospital Name,Address,City,Phone,Pincode,State
C.S.I. Hospital,"C.S.I. Hospital Road,Kolar.",Chikkaballapur,9123456789,562101,Karnataka
C.S.I. Kalyani General Hospital,"15, Dr Radhakrishnan Salai, Mylapore, Chennai-600004, Next To City Centre",Chennai,9123456789,600004,Tamilnadu
C.S.I. Lombard Memorial Hospital,Mission Hospital Road,Udupi,9123456789,576101,Karnataka
C.S.I. Rainy Multi-Speciality Hospital,"#45, G.A. Road Chennai",Chennai,9123456789,600021,Tamilnadu
C.S.I. Redfern Memorial Hospital,"Race Course Road, P.O Box No.127.",Hassan,9123456789,573201,Karnataka
C.S.M Nursing Home,"# 18, Rukmani Street,West Mambalam",Chennai,9123456789,600033,Tamilnadu
C.V.R Hospital,"H No:10-1-7,1St Lane,Sambasivapet,",Guntur,9123456789,522001,Andhra Pradesh
Calcutta Lions Netra Niketan (Unit Of Lions Club Of Calcutta Trust),"1/2/A/2,Uday Sankar Sarani, Golf Green, Near Golf Green Door Darshan Kendra,South 24 Parganas",Kolkata,9123456789,700095,West Bengal
Calibre Medical Centre (Cmc),"1-11-240/2D, Shyamlal Buildings Begumpet",Hyderabad,9123456789,500016,Andhra Pradesh
Canara Health Care Limited,"Baggon Road,",Kumta,9123456789,581343,Karnataka
Capitol Nursing Home Pvt Ltd,"288/2 Ap C Road,(Ps Narkeldanga)(P S Narkeldanga)",Kolkata,9123456789,700009,West Bengal
Cardinal Gracious Memorial Hospital Trust,"Sandor, Bangli Naka, Vasai West, Thane - 401201",Mumbai,9123456789,401202,Maharashtra
Care And Cure Hospital,"Surendra Nath Road, Nabapally,Barasat Dt,24Parg North,West Bengalbarasatdist 24 Parg(N)",Kolkata,9123456789,700126,West Bengal
Care Hospital,"No.6-3-248/1/1A, Road No.01, Banjara Hills, Hyderabad-500034",Hyderabad,9123456789,500034,Andhra Pradesh
Care Hospitals,"Near Clocl Tower,Adjacent Laneto Westely Church, Market Stre",Secunderabad,9123456789,500003,Andhra Pradesh
Care Hospitals (A Unit Of Quality Care India Limited).,"Exhibition Road Hyderabad-500001, Near Mazam Jahi Market",Hyderabad,9123456789,500001,Andhra Pradesh
Career Institute Of Medical Sciences(Cims),"Career College Campus,Govindpura, Bhelgovindpura, Bhel, Bhopal.",Bhopal,9123456789,462023,Madhya Pradesh
Carewell Heart & Super Speciality Hospital,"Model Town, G-T. Road,Near Raiway Station,Amritsar",Amritsar,9123456789,143001,Punjab
Carewell Hospital,"#471, Adarsh Nagar.",Jaipur,9123456789,302004,Rajasthan
Carewell Hospital & Research Centre,"Nullipady, Kasargod,Kerala - 671 121",Kasaragod,9123456789,671121,Kerala
Carmel Hospital,"Asokapuram,P.O",Ernakulam,9123456789,683101,Kerala
Cauvery Hospital,"# 756, New Kantharaje Urs Roadsaraswathipuram Mysore",Mysore,9123456789,570009,Karnataka
Cauvery Hospital,"Terission College Road,Bannur Road,Shidharthnagar",Mysore,9123456789,570011,Karnataka
Cauvery Orthopaedic Centre,"#408,20Th Main,W.O.C.Road,1St Block,Rajajinagar",Bangalore,9123456789,560010,Karnataka
Cauvery Trust Hospital,"No.36,Ponnankinaru Street,Villivakkam,",Chennai,9123456789,600049,Tamilnadu
Ccmk Hospital,"Ccmk Village,Vellikulam Road,Chalakudy",Trichur,9123456789,680307,Kerala
Cdr Medical Centre,"Jayanagar, B'Lore",Bangalore,9123456789,560011,Karnataka
Central Avenue Critical Care Hospital & Iccu,"Mahalaxmi Complex, Central Avenue Roaddarodkar Square, Central Avenu",Nagpur,9123456789,440002,Maharashtra
Central Hospital,"A-142/1, Ganesh Nagar P.O,Tilak Nagartilak Nagar, New Delhi-110018.",Delhi,9123456789,110018,Delhi
Central Hospital,"Masoodabad Crossing,G.T. Road, Aligarh-202001.",Aligarh,9123456789,202001,Uttar Pradesh
Centre For Knee Surgery,"101/3,Akashganga Complex,Race Couse Circle",Baroda,9123456789,390007,Gujarat
Centre For Sight,"B-5/24, Oppsite Deer Park Safdarjung Enclave,",Delhi,9123456789,110016,Delhi
Centre For Sight (A Unit Of New Delhi Centrre For Sight Pvt Ltd),"#35,Phase-7,",Mohali,9123456789,160061,Punjab
Centre For Sight (Agra),"116, Delhi Gate, Agra. U.P",Agra,9123456789,282003,Uttar Pradesh
Centre For Sight (Gurgaon),"Sco Complex-317, Sec-29, Gurgaon",Gurgaon,9123456789,122002,Haryana
Centre For Sight (Hisar),"Centre For Sight At Gayatri Eye Care Institute,1Model Town, Jindal Chowk, Hissarhisar",Hissar,9123456789,125001,Haryana
Centre For Sight (Jammu),"228, Bc Road, Rehari Chungi, Jammu.",Jammu,9123456789,180001,Jammu & Kashmir
Centre For Sight (Jodhpur),"At Ram Rishi Laser Centre, 562, 7Thc Road, Sardarpura, Near Satsang Bhawan.",Jodhpur,9123456789,342001,Rajasthan
Centre For Sight (Ludhiana),"1St Floor, Sandhu Tower,Bxx-3369, Ferozpur Road,",Ludhiana,9123456789,141001,Punjab
Centre For Sight (Moradabad),"At Vivekanand Hospital &Research Centre, Kanth Road, Moradabad",Moradabad,9123456789,244001,Uttar Pradesh
Centre For Sight (Preet Vihar),"F-19 Vikas Marg,Preet Vihar,Nr Preet Vihar Metro Station,Delhipreet Vihar",New Delhi,9123456789,110092,Delhi
Centre For Sight (Rajouri),"J-12/30, Rajouri Garden, New Delhi",Delhi,9123456789,110027,Delhi
Centre For Sight (Rohini),"304-309, Ring Road Mall, Sector-3, Rohini,",Delhi,9123456789,110085,Delhi
Centre For Sight (Roopnagar),"1/2. Roop Nagar, New Delhi,",Delhi,9123456789,110007,Delhi
Centre For Sight-Chandigarh,"Sco 833-834, Sector -22-A Chandigarh, Punjab",Chandigarh,9123456789,160022,Punjab
Centre For Sight-Dwarka,"Plot No-20, Dwarka Sector 12 A, Opposite Bal Bharti School, Dwarka, New Delhi",New Delhi,9123456789,110097,Delhi
Centre For Sight-Faridabad,"At-Sunflag Hospital, Sector 16-A, Faridabad, Haryana",Faridabad,9123456789,121001,Haryana
Centre For Sight-Indore,"Plot No. 124, Sector-Ab, Scheme:-54, Indore, Madhya Pradesh",Scheme,9123456789,452010,Madhya Pradesh
Centre For Sight-Patiala,"Dr. Saronwala Complex, Jagdish Ashram Road, Near Rajinder Hospital, Patiala, Punjab.",Patiala,9123456789,147001,Punjab
Century Hospital,Mulakuzha P.O,Alleppey,9123456789,689505,Kerala
Cfs Netralaya Pvt Ltd Meerut (Centre For Sight),"E K Road, Opp:Nas College, Meerutmeerut",Meerut,9123456789,250001,Uttar Pradesh
Cfs Netralaya Pvt. Ltd. (A Unit Of New Delhi Centre For Sight Pvt Ltd),"#194/15,Opp Adwaysworkshop,Delhi Road,",Meerut,9123456789,250001,Uttar Pradesh
Ch. Chhaju Ram Hospital (Aunit Of Holy Touch Healthcare Pvt Ltd),"Wz-1, Om Viha, Uttam Nagar Main Najafgarh Road, New Delhi -110059",Delhi,9123456789,110059,Delhi
Chaddha Children Hospital & Nursing Home,"No.121,Guru Harkishan Nagar,Paschim Vihar,",Delhi,9123456789,110063,Delhi
Chahal Hospital,"Bibiwala Road,Bathinda",Bhatinda,9123456789,151001,Punjab
Chaitanya Ent Hospital,"38/685A, Sahodaran Ayyappan Road, Cochin-682016",Cochin,9123456789,682016,Kerala
Chaitanya Eye Hospital,Tikkle Road Mogalrajpuram,Vijayawada,9123456789,520010,Andhra Pradesh
Chaitanya Eye Hospital & Research Instt,"Trichandur, Ernakulam,Ernakulam",Cochin,9123456789,682012,Kerala
Chaitanya Hospital,Site No. 1&2 Sector 44/C Chandigarh-160044Chandigarh,Chandigarh,9123456789,160044,Punjab
Chaitanya Hospital,"No. 80, 3Rd Cross,P & T Colony,R.T.Nagarr.T. Nagar,Bangalore-560036.",Bangalore,9123456789,560032,Karnataka
Chaitanya Hospital,"Bhagirathi Nagar, Warje Malwadi.",Pune,9123456789,411052,Maharashtra
Chaitanya Hospital,"Near Chinchwadgaon Police Chowky,Chapekar Chowk,Chinchwad,",Pune,9123456789,411033,Maharashtra
Chaitanya Hospital,"A/P-Koregaon Bhima, Tal. Shirur, (Pune), Maharashtra",Pune,9123456789,412216,Maharashtra
Chaitanya Medical Centre,"# 771/24, Khb , Asector, Yelahanka, Bangalore, Karnataka",Bangalore,9123456789,560064,Karnataka
Chaitanya Nursing Home,"Poona Link Road, Kalyan East, Thane",Thane,9123456789,421306,Maharashtra
Chaithanya Eye Hospital & Research Institute,"Ravipuram Road, Ravipuram, Kochi-682016, Eranakulam",Cochin,9123456789,682016,Kerala
Chaithanya Eye Hospital & Research Institute,"M.G. Road, Kesavadasapuram, Trivandrum, Kerala-695004",Trivandrum,9123456789,695004,Kerala
Chaithanya Multispeciality Hospital,"Plot No:357&358, Prashanthnagar,Vanasthalipuram, Near Panama Godowns, Hyderabad-500070",Hyderabad,9123456789,500070,Andhra Pradesh
Chaitra Hospital,"# 16/84, 15Th Cross, Basaweshwara Blockk.R. Nagar, Basavaswara Block,",Mysore,9123456789,571602,Karnataka
Chakrabarthy Medical Centre,"Opp: Gurudwara Nagar, Near Aurangabad Road,Ahmednagar-414001",Ahmednagar,9123456789,414001,Maharashtra
Chakrabarti Eye Care Centre,"No.102, Kochulloor, Near Lerala Water Authority Office, Trivandram-695011",Trivandrum,9123456789,695011,Kerala
Chakravarty Nursing Home,"# 207, Sector-10, Panchkula,Haryana-134113",Panchkula,9123456789,134113,Haryana
Chalasani Hospital,"12-12-94/A,Old Club Road,Kothapeta",Guntur,9123456789,522001,Andhra Pradesh
Chalasani Hospitals Pvt. Ltd.,"50-53-4, Gurudwaralane, Seethammadhara, Visakhapatnam-530013, Beside A.P.E.P.D.L.L Corporate Office",Vizag,9123456789,530013,Andhra Pradesh
Challa Eye Care Centre,"8-2-268/R/9-P,Sagar Society Main Road,Road # 2,Banjara Hills",Hyderabad,9123456789,500016,Andhra Pradesh
Challa Hospital,"7-1-71/A/1, Dharam Karan Road, Ameerpet, Hyderabad-500016",Hyderabad,9123456789,500016,Andhra Pradesh
Chandak Nursing Home,"Supermarket Sita Building,Nagpur-440012.",Nagpur,9123456789,440012,Maharashtra
Chandan Hospital & Icu,"Navarang Talkies Compound, Raopura, Baroda-390001",Baroda,9123456789,390001,Gujarat
Chandana Hospital,"#54, 4Th Cross, 4Th Main, Ngefnrupathunganagar, Nagarbhavi,",Bangalore,9123456789,560072,Karnataka
Chandini Hospital,"Chamarajpet,Sagarshivamogga",Shimoga,9123456789,577401,Karnataka
Chandna Medical Centre,"85 & 52, Sector Iba, Near New Subzi Mandi.",Faridabad,9123456789,121002,Haryana
Chandni Hospital,"Kshitij Map 23, Mahavir Nagar.",Kota,9123456789,324005,Rajasthan
Chandni Hospital,"9/60, Arya Nagar.",Kanpur,9123456789,208002,Uttar Pradesh
Chandra Bhushan Hosptial,"Opposite Mahamandir Railway Station, Mandore Road",Jodhpur,9123456789,342006,Rajasthan
Chandra Hospital,"# 10, Pillayarpalayam Road",Madurai,9123456789,625001,Tamilnadu
Chandra Laxmi Hospital,"Sector-4, Plot # 337, Vaishali",Ghaziabad,9123456789,201010,Uttar Pradesh
Chandra Mohan'S Nursing Home,"14-2A,C.T.M. Road,Beside Icici Bank Madanapalle",Madanapalle,9123456789,517325,Andhra Pradesh
Chandra Mother & Eye Care,"4/43,Vivek Khand,Gomti Nagar",Lucknow,9123456789,226010,Uttar Pradesh
Chandrakala Hospital And Institute Of Medical Research,"Plot A,Kalidasa Road,Jayalakshmipuram",Mysore,9123456789,570012,Karnataka
Chandraleela Hospital,"P13, Vijay Vihar, Uttam Nagar. New Delhi-59Uttam Nagar",Delhi,9123456789,110059,Delhi
Chandralok Hospital,Pilibhit Bypass Road Barelly U P 243006,Bareilly,9123456789,243006,Uttar Pradesh
Chandralok Hospital,"Chaitraban Apt.,Chandrika Society,Bibawewadi Road",Pune,9123456789,411037,Maharashtra
Chandramani Hospital,"Girdhar Nagar, Shahibag",Ahmedabad,9123456789,380004,Gujarat
Chandramathy Amma Memorial Hospital,"Olarikkara Pullazhi Post, Thirssur, Kerala",Trichur,9123456789,680012,Kerala
Chandravati Child & Maternity Hospital,"House # 1177, Sector-19, Opp Sai Baba Mandir",Faridabad,9123456789,121002,Haryana
Chandulal Chandrakar Memorial Hospital,"G.E. Road, Nehmnagar, Bhilak C.G,",Bhilai,9123456789,490020,Chattisgarh
Channan Devi Memorial Hospital,"Plot No 952, Ward No 23, Lal Chand Colony Chwok, Near Durga Mandir Rohtak-124001, Haryana",Rohtak,9123456789,124507,Haryana
Chanre Rheumatology & Immunology Centre & Research (A Unit Of Chanre Darsha Health Care Pvt Ltd),"#149,15Th Main,3D Stage,4Th Block,Nhc Layout,Basaveshwar Nagar,",Bangalore,9123456789,560079,Karnataka
Chaphekar Iccu & Diabetes Hospital,"Ashok Nagar, Ambadi Road(Opp) Bhaji Market, Vasai Road",Mumbai,9123456789,401202,Maharashtra
Charak Clinic Nursing Home,"Laud Mansion,4Th Floor, 21,M Karvi Roadm.Karve Road,Opp.Charni Road",Mumbai,9123456789,400004,Maharashtra
Charak Clinics,"Scf-85,First Floor,Phase #7,",Mohali,9123456789,160062,Punjab
Charak Hospital & Research Centre,"Old Navbharat Press Building, Jehengirabad.",Bhopal,9123456789,462008,Madhya Pradesh
Charak Hospital Pvt Ltd,"Ranisati Gate, Yeshwant Niwas Road.Y.N.Road,",Indore,9123456789,452003,Madhya Pradesh
Charaka Hospital,"No-5, Opp-Neps, 2Nd Main, Shankarapuram, B.H Road, Tumkur-572102",Tumkur,9123456789,572102,Karnataka
Charithasri Hospitals Ltd,"Ramachandra Rao Road,29/6/8-1,Vijayawada.Ramachandrarao Road",Vijayawada,9123456789,520002,Andhra Pradesh
Charnock Hospitals Pvt Ltd,"Megacity Approach Road,24 Oarganas.",North24Paraganas,9123456789,700059,West Bengal
Charring Cross Nursing Home (P) Ltd.,"2C. Motilal Basak Lane, Kolkata-700054, Kankurgachi, Subash Mala Parkkolkata",Kolkata,9123456789,700054,West Bengal
Chattisgarh Hosptial Medical Research Centre & Institute,"Central Avenue, Choubey Colony.",Raipur,9123456789,492001,Chattisgarh
Chaudhary Eye Centre & Laser Vision,"4802/24, Bharat Ram Road,Darya Ganj,24, Darya Ganj,",Delhi,9123456789,110002,Delhi
Chaudhry Medical & Maternity Hospital,"# 1543-44, Sector-13, Urban Estate Opp Pani Ki Tanki, Karnal-132001",Karnal,9123456789,132001,Haryana
Chawla Nursing Home & Hospital,"# 1&2, Phase 7, Mohali-160055.",Mohali,9123456789,160055,Punjab
Chaya Hospital ( A Unit Of Chaya Healthcare Pvt Ltd),"# 6C-335, 4Th Main, 6Th Cross, Ombr Layout, Bhuvanagiri.",Bangalore,9123456789,560043,Karnataka
Chazhikattu Hospitals Pvt Ltd,"Ix/139 A,River View Road,Thodupuzha, Idukki",Idukki,9123456789,685584,Kerala
Cheema Medical Complex,"Phase-4,Near Telephone Exchange, Mohalinear Telephone Exchange",Mohali,9123456789,160059,Punjab
Chelsa Medical Care (P) Ltd.,"Kungallummoodu,Karamanatrivadrum",Trivandrum,9123456789,695002,Kerala
Chennai Eye Care Hospital,"#6,12Th Cross Street,Dhandeeswaran Nagar,Velachery",Chennai,9123456789,600042,Tamilnadu
Chennai Krishna Hospital,"No.297, Gst Road, Near Mit Flyover, Chromepet, Chennai, Tamilnadu",Chennai,9123456789,600044,Tamilnadu
Chennai Meenakshi Multispeciality Hospital Ltd.,"# 148, Luz Church Road, Malapore, Chennai, Tamilnadu.",Chennai,9123456789,600004,Tamilnadu
Chetana Hospital,M.T. Road Puttur,Kadur,9123456789,577548,Karnataka
Chethana Hospital,Shree Mahamaya Temple Road Dakshina Kannada,Puttur,9123456789,574201,Karnataka
Chettinad Super Speciality Hospital (Cssh)-(A Unit Of Rajah Muthiah Charitable And Educational Trust),"I.T. Highway,Kelambakkam",Chennai,9123456789,603103,Tamilnadu
Chhabda Hospital,"Plot No 5-6-19, New Osmanpura, Opp Sant Eknath Rang Mandir",Aurangabad,9123456789,431005,Maharashtra
Chhabra Hospital Panipat,"A-1,Narain Singh Park,Assandh Road",Panipat,9123456789,132103,Haryana
Chikitsa Nursing Home,"B-4, Saket",Delhi,9123456789,110017,Delhi
Child Jesus Hospital,"P Box No 17, Cantonment, Tiruchirappalli, Trichy-620001Near To All India Radio Station",Trichy,9123456789,620001,Tamilnadu
Childerns Hospital,"Swastik Vihar Pharse - 1 Mdc, Sector - 5 Panchkula-134109",Panchkula,9123456789,134109,Haryana
Childrens Hospital,"6-11-58/59, 11Th Lane, 2Nd Cross, Arundelpet.",Guntur,9123456789,522002,Andhra Pradesh
Chincholi Eye Hospital,Old Jewargi Cross Road,Gulbarga,9123456789,585102,Karnataka
Chinmay Nursing Home,"#103/104,Odyssey-A,Bhakti Park,Wadala East",Mumbai,9123456789,400037,Maharashtra
Chinmaya Mission Hospital,"1/1,C M H Road,Indiranagar",Bangalore,9123456789,560038,Karnataka
Chinmaya Narayana Hrudayalaya,Cmh Road Indiranagar 2Nd Stage Chinmaya Missin Hospital,Bangalore,9123456789,560038,Karnataka
Chinmayi Hospital,"#34,Brindavan Layout,Subramanyapura Main Road",Bangalore,9123456789,560061,Karnataka
Chinmayi Hospital,"Church Road, Kundapura, Udupi-576201",Kundapur,9123456789,576201,Karnataka
Chintamani Hospital,"Plot # 53,Jedhe Nagar,Bibwewadi",Pune,9123456789,411037,Maharashtra
Chintan Orthopaedic Hospital,"#16,Anuradha Society,Jivraj Park Cross Road",Ahmedabad,9123456789,380051,Gujarat
Chirag Hospital,"Main Bajghera Road,3636/31,Rajindra Park,",Gurgaon,9123456789,122001,Haryana
Chiranjeev Hospital,"Anand Karad Road, Markand,Chiplun, Ratnagiri-415605.",Ratnagiri,9123456789,415605,Maharashtra
Chiranjeevi Hospital,"101&102,Padmaraj Bldg,Dr.Rajendra Prasad Road,Shivmandir Cross Road,Ramnagar,Dombivali East,Thane",Mumbai,9123456789,421201,Maharashtra
Chiranjeevi Hospital & Maternity Home,"16Th 2Nd Main, Sri Manjunatha Temple St, Mysore Bank Colony,",Bangalore,9123456789,560050,Karnataka
Chiranjeevi Maternity Hospital,Divatageri Galli Near Rayar Math,Bijapur,9123456789,586101,Karnataka
Chiranjiv Hospital & Maternity Home,"Wng,Haily Mandi",Gurgaon,9123456789,122504,Haryana
Chirashree Nursing Home,"1-33/2 & 1-33/3, Iddya Suratkal",Mangalore,9123456789,575014,Karnataka
Chirayu Health & Medicare (P) Ltd,"#6, Malipurle,Behind Sadar Marzil",Bhopal,9123456789,462001,Madhya Pradesh
Chirayu Superspeciality Hospital,"Ground Floor,Vimal Deep Building,Sarvoday Paraside Complax Behind Balaji Hos Mira Bhy Road,Bhayandar East,Thane",Mumbai,9123456789,401105,Maharashtra
Chitra Hospital,"25/1A, Irwin Rdmysore",Mysore,9123456789,570001,Karnataka
Chitra Kalyana Raman Nursing Home,"56,A/1,Rajaji Road",Salem,9123456789,636007,Tamilnadu
Chitrakut Surgical Hospital,"734/4888 , Bapunagar ,Near Pattelvadi ,",Ahmedabad,9123456789,380024,Gujarat
Chitras Ent Laser Surgery Super Speciality Hospital,"30C, Cathedral Garden Lane,Nungambakkam.",Chennai,9123456789,600034,Tamilnadu
Chittaragi Hospital,Bramanand Asram Road Bus Stand Road Rabkavi,Bagalkot,9123456789,587314,Karnataka
Chobe Maternity & Nursing Home,"Opp Chetna Nagar,Marathwada",Aurangabad,9123456789,431005,Maharashtra
Chopda Medicare & Research Centre Pvt.Ltd,"Patil Lane - 1,Nashik, Maharashtra",Nashik,9123456789,422005,Maharashtra
Chopda Medicare & Research Centre Pvt Ltd,Patil Lane No 1 Canada Corner Nashik 422005,Nashik,9123456789,422005,Maharashtra
Chord Road Hospital Pvt Ltd,100 Bima Jyoti Lic Colony2Nd Stage West Of Chord Road,Bangalore,9123456789,560079,Karnataka
Choudhari Hospital,"Shikharakhana Road, Near Lic Office",Bijapur,9123456789,586104,Karnataka
Choudhary Ent Maternity & General Health Care Centre,"Near State Bank Of India Katra-Khazana,",Amritsar,9123456789,143001,Punjab
Chougala Hospital,"Shanti Nagar,Hallyal Road,Athani,",Belgaum,9123456789,591304,Karnataka
Christian Hospital,"Vaigai Dam Road, Periyakulam,Perivakulam- 625 601",Madurai,9123456789,625601,Tamilnadu
Christian Medical College & Hospital,"Brown Road,",Ludhiana,9123456789,141008,Punjab
Christian Mission Hospital,Pandalam,Pathanamthitta,9123456789,689501,Kerala
Christos Hospital,"Xxiv/228,Kayamlukam,Kpac Junction",Alleppey,9123456789,690502,Kerala
Christudas Orthopaedic Speciality Hospital,"#9.Duraiswamy Ngr. I.A.F. Road, Tamilnadu Chennai 59",Chennai,9123456789,600059,Tamilnadu
Ciigma Institute & Medical Sciences Pvt Ltd,"#8,Raghuveer Nagar,Jalna Road,Opp Sfs High School",Aurangabad,9123456789,431005,Maharashtra
Cims Hospital Private Limited,Nr Shukan Mall Off Science City Road Sola Shukan Mall,Ahmedabad,9123456789,380060,Gujarat
Citi Hospital,"25/91,West Of Chord Road, 20Th Main, 2Nd Block, Rajajinagar, Bangalore",Bangalore,9123456789,560010,Karnataka
Citi Hospital,"No.52/A, Dam Road,Hospet, Bellary-583203",Bellary,9123456789,583203,Karnataka
Citi Hospital,"#115-Zone Ii,Maharana Pratap Nagar,",Bhopal,9123456789,462011,Madhya Pradesh
City Cancer Centre,"No.33-25-33,Ch.Venkata Krishnaiah Street,Suryaraopet,Krishna,Vijayawada",Hyderabad,9123456789,520002,Andhra Pradesh
City Care Hospital,"Sco No 24 Huda Shopping Complex, Sector 4 Rewari Haryana",Rewari,9123456789,123401,Haryana
City Central Hospital Pvt Ltd,"# 17, Akkamahadevi Road,Near Chethana Hotel",Davangere,9123456789,577002,Karnataka
City Clinic,"Madhavpur, Hubli",Hubli,9123456789,580020,Karnataka
City Eye Foundation,"17/255,Pavamani Road,",Kozhicode,9123456789,673001,Kerala
City Heart Hospital ( Unit Of Rajgarh Polyclinic & Nursing Home ),"Rajgarh Road, Gawahati, Kamrup, Assam",Guwahati,9123456789,781007,Assam
City Hospital,"1533/21, Chunnipura, Saini School Road, Rohtak, Haryana, Opp. Saini Girls High School.",Rohtak,9123456789,124001,Haryana
City Hospital,"#45,Model Colony,Sri Ganganagar",Sriganganagar,9123456789,335001,Rajasthan
City Hospital,Super Complex Ranipur More Haridwaruk,Hardwar,9123456789,249407,Uttaranchal
City Hospital,"R.M.R. Road, Durgigudi,Shimoga-577201.",Shimoga,9123456789,577201,Karnataka
City Hospital,"#87,Rkv Road,Near Chennai Silks",Erode,9123456789,638003,Tamilnadu
City Hospital,"106, G/8A, Palai Main Road (W)Millerpuram Corner,",Tuticorin,9123456789,628008,Tamilnadu
City Hospital,"1708 E, 8Th Lane, Rajarampuri",Kolhapur,9123456789,416008,Maharashtra
City Hospital,"Old Employment Chowk,'B'Wing City Pride Building Vip Road",Solapur,9123456789,413001,Maharashtra
City Hospital & Diagnostic Centre,"Vidyaranya Mag,Behind Alankar Theatreudupi",Udupi,9123456789,576101,Karnataka
City Hospital & Maternity Home,"Sector-16, Faridabad,Haryana-121002",Faridabad,9123456789,121002,Haryana
City Hospital & Research Centre,"A.T. Road, Near Timkonia Dukmari, Timsukia, Assam-786125",Tinsukia,9123456789,786125,Assam
City Hospital & Research Centre,"Jail Road, Bohadapur, Gwalior, Madhya Pradesh.",Gwalior,9123456789,474012,Madhya Pradesh
City Hospital Pavalam Trauma Centre,4/361 Gandhiji Nagar Trichy Road,Dindigul,9123456789,624005,Tamilnadu
City Hospital Pvt Ltd,"Post Box #3525,M.G Road Ernakulam",Cochin,9123456789,682035,Kerala
City Hospital Research & Diagnostic Centre,"Pound Garden,Kadri,Dakshina Kannada,",Mangalore,9123456789,575003,Karnataka
City Hospital& Trauma Centre,"C-1, Cinder Dump Complex.Opp Krishna Cinema Hall",Lucknow,9123456789,226005,Uttar Pradesh
City Medical Centre,"Badila Guthu Complex1St Main, M.C.C.B Block",Davangere,9123456789,577004,Karnataka
Citycare Hospital & Research Centre Pvt Ltd,"Near Nasardi Bridge,Nasik Poona Road,Dwarka",Nashik,9123456789,422001,Maharashtra
Clear Vision Eye Centre,"1-A, Ashoka, 15 Sv Road, St.Theresa'S Convent Schoolsantacruz(W)",Mumbai,9123456789,400054,Maharashtra
Clear Vision Eye Hospital,"3-6-272, Nvk Towers, Opp Telugu Academy Himayathnagar, Hyderabad-500029Quarters Road, Hyderabad.",Himayatnagar,9123456789,500029,Andhra Pradesh
Clinic Nallam,"86,Eswaran Koil Street",Pondicherry,9123456789,605001,Tamilnadu
Cloudnine (A Venture Of Kids Clinic Pvt Ltd,"#1533,9Th Main, Jayanagar 3Rd Block",Bangalore,9123456789,560011,Karnataka
Cloudnine (Kids Clinic India Pvt. Ltd.),"115, Kodi Halli, Old Airport Road, Bangalore-560017",Bangalore,9123456789,560017,Karnataka
Cnr Nursing Home,"4/6,Gandhi Road,Proddatur",Kadapa,9123456789,516360,Andhra Pradesh
Coastal Cardiac And Maternity Centre,Danavaipeta Park Beside Hdfc Bank East Godavari,Rajahmundry,9123456789,533103,Andhra Pradesh
Coastal Care Hospital,"8Th, Line, Old Club Road, Gunturivarithota, Kothapet, Guntur-522001, Opp Bus Stand, Old Club Road",Guntur,9123456789,522001,Andhra Pradesh
Cochin Hospital,Mg Road,Cochin,9123456789,682016,Kerala
Coimbatore Bone And Joint Foundation Pvt Ltd,"#1091-Mettupalayam Road,North Coimbatore Bus Stop,R.S.Puram",Coimbatore,9123456789,641002,Tamilnadu
Coimbatore Kidney Centre,"738-B, Puliakulam Road, Coimbatore, Tamilnadu",Coimbatore,9123456789,641045,Tamilnadu
Colaco Hospital,"Lower Bendore Main Road,Dakshina Kannada,",Mangalore,9123456789,575002,Karnataka
Columbia Asia Hospital,"Ib,193,Sector. 3, Salt Lake, Kolkata-700091",Kolkata,9123456789,700091,West Bengal
Columbia Asia Hospital,"85-86,Bangalore Mysore Ring Road, Junction, Bannimantap A Layout, Siddiqui Nagar",Mysore,9123456789,570015,Karnataka
Columbia Asia Hospital Palamvihar,"Block F, Near Gol Chakkar, Sector 23 , Palam Vihar, Gurgaon-122017",Gurgaon,9123456789,122017,Haryana
Columbia Asia Hospital Pvt Ltd,"Kirloskar Business Park, Bellary Road, Hebbal, Bangalore-560024",Bangalore,9123456789,560024,Karnataka
Columbia Asia Hospital Pvt Ltd-Patiala,"#22, Bhupindra Road, Patiala-147001",Patiala,9123456789,147001,Punjab
Columbia Asia Hospital Pvt.Ltd-Ghaziabad,"Nh-24, Hapur Road, Opp.Bhameta Village Near Land Craft Golf Links, Ghaziabad, Uttar Praesh",Ghaziabad,9123456789,201001,Uttar Pradesh
Columbia Asia Referral Hospital,"#26/1, 80Feet Dr.Rajkumar Road,Malleshwaran West, Bangalore-560055",Bangalore,9123456789,560055,Karnataka
Columbia Hospital And Research Centre-Nagpur,"Dr. N.B. Khare Marg, Dhantoli, Nagpur, Maharashtra",Nagpur,9123456789,440012,Maharashtra
Combined Medical Institute (P) Ltd,"54, Harawar Road Dehradun-248001",Dehradun,9123456789,248001,Uttaranchal
Comtrust Eye Hospital,"Mini Bye Pass Road, Puthiyara (Post), Calicut-673004, Kerala State",Kozhicode,9123456789,673004,Kerala
Convenient Hospital Ltd,"Ab Road, Near Lig Tringnee, Indorenear L.I.G. Square,",Indore,9123456789,452001,Madhya Pradesh
Cosmo Medicals Pvt Ltd,"#8,Phase Viii Sector-62,",Mohali,9123456789,160062,Punjab
Cosmo Multispeciality Hospital,"#64,1St Cross,Kalidasa Circle,Srinagar",Bangalore,9123456789,560050,Karnataka
Cosmopolitan Hospitals (P) Ltd,"Maurinanjapalam,Pattom",Trivandrum,9123456789,695004,Kerala
